State: [[ 0.60972727  1.          0.63196874  1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -5, Episode: 1, Step: 2
   2.50000000e-01 -7.25000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3510.0, Episode: 1, Step: 187
State: [[ 1.00000000e+00  1.33528408e-01  3.77403750e-03  4.04086336e-03
   2.50000000e-01 -7.50000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3520.0, Episode: 1, Step: 188
State: [[ 1.00000000e+00  1.33848142e-01  3.77067429e-03  4.05469477e-03
   2.50000000e-01 -7.75000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3530.0, Episode: 1, Step: 189
State: [[ 1.00000000e+00  1.33443854e-01  3.76860322e-03  4.03387455e-03
   2.50000000e-01 -8.00000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3540.0, Episode: 1, Step: 190
State: [[ 1.00000000e+00  1.33609528e-01  3.76498922e-03  4.03872737e-03
   2.50000000e-01 -8.25000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3550.0, Episode: 1, Step: 191
State: [[ 1.00000000e+00  1.33460707e-01  3.76312461e-03  4.03318321e-03
   2.50000000e-01 -8.50000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3560.0, Episode: 1, Step: 192
State: [[ 1.00000000e+00  1.33432124e-01  3.75934499e-03  4.02922147e-03
   2.50000000e-01 -8.75000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3570.0, Episode: 1, Step: 193
State: [[ 1.00000000e+00  1.32194551e-01  3.78733236e-03  4.01390135e-03
   2.50000000e-01 -9.00000000e+00  7.50000000e-01]], Action: 4, Reward: -50, Score: -3620.0, Episode: 1, Step: 194
State: [[ 1.00000000e+00  1.17359674e-01  4.81043887e-03  3.74080736e-03
   2.50000000e-01 -9.25000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3630.0, Episode: 1, Step: 195
State: [[ 1.00000000e+00  1.30584024e-01  4.09447858e-03  4.02577694e-03
   2.50000000e-01 -9.50000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3640.0, Episode: 1, Step: 196
State: [[ 1.00000000e+00  1.33412554e-01  3.76128477e-03  4.02754383e-03
   2.50000000e-01 -9.75000000e+00  7.50000000e-01]], Action: 1, Reward: -10, Score: -3650.0, Episode: 1, Step: 197
State: [[ 1.00000000e+00  1.33451368e-01  3.76395985e-03  4.03235479e-03
   2.50000000e-01 -1.00000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: -3660.0, Episode: 1, Step: 198
State: [[ 1.00000000e+00  1.33355279e-01  3.75631113e-03  4.02330989e-03
   2.50000000e-01 -1.02500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: -3670.0, Episode: 1, Step: 199
State: [[ 1.00000000e+00  1.33334165e-01  3.75663827e-03  4.02375997e-03
   2.50000000e-01 -1.05000000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: -3680.0, Episode: 1, Step: 200
State: [[ 1.00000000e+00  1.33396752e-01  3.75964843e-03  4.02658277e-03
   2.50000000e-01 -1.07500000e+01  7.50000000e-01]], Action: 1, Reward: -10, Score: -3690.0, Episode: 1, Step: 201
State: [[  1.    1.    1.    1.    0.5 -11.    0.5]], Action: 4, Reward: -50, Score: -3740.0, Episode: 1, Step: 202
State: [[  1.     1.     1.     1.     0.75 -11.25   0.25]], Action: 1, Reward: -10, Score: -3750.0, Episode: 1, Step: 203
State: [[  1.    1.    1.    1.    1.  -11.5   0. ]], Action: 1, Reward: -10, Score: -3760.0, Episode: 1, Step: 204
State: [[  1.     1.     1.     1.     1.25 -11.75  -0.25]], Action: 1, Reward: -7.5, Score: -3767.5, Episode: 1, Step: 205
State: [[  1.    1.    1.    1.    1.5 -12.   -0.5]], Action: 1, Reward: -8.75, Score: -3776.25, Episode: 1, Step: 206
State: [[ 0.61261963  1.          0.70085307  1.          0.25        0.75
  -0.75      ]], Action: 1, Reward: -10.0, Score: -3786.25, Episode: 1, Step: 207
State: [[ 0.65572654  1.          0.96094948  1.          0.25        0.75
  -1.        ]], Action: 1, Reward: -5, Score: -3791.25, Episode: 1, Step: 208
State: [[ 1.    1.    1.    1.    0.5   0.5  -1.25]], Action: 1, Reward: -5, Score: -3796.25, Episode: 1, Step: 209
State: [[ 1.    1.    1.    1.    0.75  0.25 -1.5 ]], Action: 1, Reward: -5, Score: -3801.25, Episode: 1, Step: 210
State: [[ 1.    1.    1.    1.    1.    0.   -1.75]], Action: 1, Reward: -5, Score: -3806.25, Episode: 1, Step: 211
State: [[ 1.    1.    1.    1.    1.25 -0.25 -2.  ]], Action: 1, Reward: -16.25, Score: -3822.5, Episode: 1, Step: 212
State: [[ 1.          0.91019929  1.          0.91154401  1.5        -0.5
  -2.25      ]], Action: 1, Reward: -17.5, Score: -3840.0, Episode: 1, Step: 213
State: [[ 1.          0.92419056  0.75669364  0.63925278  0.25       -0.75
   0.75      ]], Action: 1, Reward: -18.75, Score: -3858.75, Episode: 1, Step: 214
State: [[ 0.9033615   1.          0.46355574  0.64047948  0.25       -1.
   0.75      ]], Action: 1, Reward: -10, Score: -3868.75, Episode: 1, Step: 215
State: [[0.62704136 0.91770926 0.42362618 0.87664674 0.25       0.75
  0.75      ]], Action: 1, Reward: -10, Score: -3878.75, Episode: 1, Step: 216
State: [[0.61169383 0.90146106 0.62348643 0.68227545 0.25       0.75
  0.75      ]], Action: 1, Reward: -10, Score: -3888.75, Episode: 1, Step: 217
State: [[0.62526509 0.93069198 0.63909427 0.64450721 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -3863.75, Episode: 1, Step: 218
State: [[0.83135412 1.         0.52561177 0.79257153 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -3838.75, Episode: 1, Step: 219
State: [[0.70777373 1.         0.55750615 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -3813.75, Episode: 1, Step: 220
State: [[0.72925201 1.         0.99002251 1.         0.25       0.75
  0.25      ]], Action: 1, Reward: -10, Score: -3823.75, Episode: 1, Step: 221
State: [[0.76827846 1.         1.         1.         0.25       0.75
  0.        ]], Action: 4, Reward: -50, Score: -3873.75, Episode: 1, Step: 222
State: [[ 0.71954275  1.          0.61843662  1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -3878.75, Episode: 1, Step: 223
State: [[ 0.71931915  1.          0.83969975  1.          0.25        0.75
  -0.5       ]], Action: 1, Reward: -5, Score: -3883.75, Episode: 1, Step: 224
State: [[ 0.78137915  1.          1.          1.          0.25        0.75
  -0.75      ]], Action: 1, Reward: -5, Score: -3888.75, Episode: 1, Step: 225
State: [[ 1.   1.   1.   1.   0.5  0.5 -1. ]], Action: 1, Reward: -5, Score: -3893.75, Episode: 1, Step: 226
State: [[ 1.    1.    1.    1.    0.75  0.25 -1.25]], Action: 1, Reward: -5, Score: -3898.75, Episode: 1, Step: 227
State: [[ 1.   1.   1.   1.   1.   0.  -1.5]], Action: 1, Reward: -5, Score: -3903.75, Episode: 1, Step: 228
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.75]], Action: 1, Reward: -12.5, Score: -3916.25, Episode: 1, Step: 229
State: [[ 1.   1.   1.   1.   1.5 -0.5 -2. ]], Action: 1, Reward: -13.75, Score: -3930.0, Episode: 1, Step: 230
State: [[ 1.    1.    1.    1.    1.75 -0.75 -2.25]], Action: 4, Reward: -7.5, Score: -3937.5, Episode: 1, Step: 231
State: [[ 1.          1.00156008  1.          1.          2.         -1.
  -2.5       ]], Action: 1, Reward: -5, Score: -3942.5, Episode: 1, Step: 232
State: [[ 1.          0.86195979  1.          0.83122388  0.25       -1.25
   0.75      ]], Action: 1, Reward: -6.25, Score: -3948.75, Episode: 1, Step: 233
State: [[ 1.          0.83598289  0.95494046  0.7027688   0.25       -1.5
   0.75      ]], Action: 2, Reward: -100, Score: -4048.75, Episode: 1, Step: 234
State: [[ 1.          0.50079555  0.71423234  0.40084064  0.25       -1.75
   0.75      ]], Action: 1, Reward: -10, Score: -4058.75, Episode: 1, Step: 235
State: [[ 1.          0.71832875  0.27703578  0.2822105   0.25       -2.
   0.75      ]], Action: 0, Reward: 25, Score: -4033.75, Episode: 1, Step: 236
State: [[0.53494241 1.         0.2061704  0.54286857 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4008.75, Episode: 1, Step: 237
State: [[0.43985492 1.         0.32980467 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -3983.75, Episode: 1, Step: 238
State: [[0.4562647  1.         0.58623189 1.         0.25       0.75
  0.25      ]], Action: 4, Reward: -50, Score: -4033.75, Episode: 1, Step: 239
State: [[0.44676434 1.         0.51432181 1.         0.25       0.75
  0.        ]], Action: 4, Reward: -50, Score: -4083.75, Episode: 1, Step: 240
State: [[0.4258506  1.         0.16893348 0.55539932 0.25       0.75
  0.75      ]], Action: 1, Reward: -5, Score: -4088.75, Episode: 1, Step: 241
State: [[0.38026187 0.9888675  0.18170245 0.98505165 0.25       0.75
  0.5       ]], Action: 2, Reward: -100, Score: -4188.75, Episode: 1, Step: 242
State: [[0.36309977 0.92524945 0.16495876 0.89022415 0.25       0.75
  0.75      ]], Action: 4, Reward: -50, Score: -4238.75, Episode: 1, Step: 243
State: [[0.39316342 0.70547337 0.08095738 0.13001345 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4213.75, Episode: 1, Step: 244
State: [[0.24458535 0.61241811 0.07258145 0.59756043 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4188.75, Episode: 1, Step: 245
State: [[0.26227381 0.80039446 0.24221512 0.47251305 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4163.75, Episode: 1, Step: 246
State: [[0.5007943 1.        0.3608701 0.7186861 0.25      0.75      0.75     ]], Action: 0, Reward: 25, Score: -4138.75, Episode: 1, Step: 247
State: [[0.58480361 1.         0.51789118 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -4113.75, Episode: 1, Step: 248
State: [[0.63459339 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 1, Reward: -10, Score: -4123.75, Episode: 1, Step: 249
State: [[0.76983048 1.         1.         1.         0.25       0.75
  0.        ]], Action: 2, Reward: -100, Score: -4223.75, Episode: 1, Step: 250
State: [[ 0.91067043  1.          1.          1.          0.5         0.5
  -0.25      ]], Action: 1, Reward: -5, Score: -4228.75, Episode: 1, Step: 251
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 1, Reward: -5, Score: -4233.75, Episode: 1, Step: 252
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 1, Reward: -5, Score: -4238.75, Episode: 1, Step: 253
State: [[ 1.          0.83054775  1.          1.          1.25       -0.25
  -1.        ]], Action: 1, Reward: -8.75, Score: -4247.5, Episode: 1, Step: 254
State: [[ 1.          0.50841437  1.          0.89423795  0.25       -0.5
   0.75      ]], Action: 1, Reward: -10.0, Score: -4257.5, Episode: 1, Step: 255
State: [[ 1.          0.47708375  1.          0.81694315  0.25       -0.75
   0.75      ]], Action: 3, Reward: -50, Score: -4307.5, Episode: 1, Step: 256
State: [[ 1.          0.49687596  1.          1.          0.5        -1.
   0.5       ]], Action: 1, Reward: -10, Score: -4317.5, Episode: 1, Step: 257
State: [[ 1.          0.33100313  1.          0.66922333  0.25       -1.25
   0.75      ]], Action: 1, Reward: -10, Score: -4327.5, Episode: 1, Step: 258
State: [[ 1.          0.23177489  0.65386595  0.23339801  0.25       -1.5
   0.75      ]], Action: 1, Reward: -10, Score: -4337.5, Episode: 1, Step: 259
State: [[ 1.          0.22505568  0.21044185  0.13730254  0.25       -1.75
   0.75      ]], Action: 0, Reward: 25, Score: -4312.5, Episode: 1, Step: 260
State: [[0.40332839 1.         0.08159231 0.12960146 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4287.5, Episode: 1, Step: 261
State: [[0.3422788  1.         0.07354165 0.14824247 0.25       0.75
  0.75      ]], Action: 4, Reward: -50, Score: -4337.5, Episode: 1, Step: 262
State: [[1.         0.22677183 0.03953822 0.0297041  0.25       0.5
  0.75      ]], Action: 0, Reward: 25, Score: -4312.5, Episode: 1, Step: 263
State: [[0.1668811  1.         0.01057352 0.02484079 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4287.5, Episode: 1, Step: 264
State: [[0.07536906 1.         0.00770599 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -4262.5, Episode: 1, Step: 265
State: [[0.12422208 1.         0.21322435 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -4237.5, Episode: 1, Step: 266
State: [[0.22816592 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: -4247.5, Episode: 1, Step: 267
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 1, Reward: -5, Score: -4252.5, Episode: 1, Step: 268
State: [[ 1.00014247  1.          1.          1.          0.75        0.25
  -0.5       ]], Action: 1, Reward: -5, Score: -4257.5, Episode: 1, Step: 269
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 1, Reward: -5, Score: -4262.5, Episode: 1, Step: 270
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.  ]], Action: 1, Reward: -10.0, Score: -4272.5, Episode: 1, Step: 271
State: [[ 1.          0.71259624  1.          1.          1.5        -0.5
  -1.25      ]], Action: 1, Reward: -11.25, Score: -4283.75, Episode: 1, Step: 272
State: [[ 1.          0.33151708  1.          0.82949481  0.25       -0.75
   0.75      ]], Action: 1, Reward: -12.5, Score: -4296.25, Episode: 1, Step: 273
State: [[ 1.          0.21297305  1.          0.30787444  0.25       -1.
   0.75      ]], Action: 0, Reward: 25, Score: -4271.25, Episode: 1, Step: 274
State: [[ 1.          0.20351927  0.260424    0.14581062  0.25       -1.25
   0.75      ]], Action: 0, Reward: 25, Score: -4246.25, Episode: 1, Step: 275
State: [[ 1.          0.22058708  0.19085294  0.13036684  0.25       -1.5
   0.75      ]], Action: 3, Reward: -50, Score: -4296.25, Episode: 1, Step: 276
State: [[ 1.          0.08519023  0.36488601  0.07440791  0.25       -1.75
   0.75      ]], Action: 0, Reward: 25, Score: -4271.25, Episode: 1, Step: 277
State: [[ 1.          0.31654913  0.03139929  0.03653081  0.25       -2.
   0.75      ]], Action: 0, Reward: 25, Score: -4246.25, Episode: 1, Step: 278
State: [[0.16078769 1.         0.01526878 0.17551784 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4221.25, Episode: 1, Step: 279
State: [[0.10838575 1.         0.02976501 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -4196.25, Episode: 1, Step: 280
State: [[0.24734739 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -4171.25, Episode: 1, Step: 281
State: [[1.  1.  1.  1.  0.5 0.5 0. ]], Action: 1, Reward: -10, Score: -4181.25, Episode: 1, Step: 282
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.25]], Action: 0, Reward: -50, Score: -4231.25, Episode: 1, Step: 283
State: [[ 1.   1.   1.   1.   1.   0.  -0.5]], Action: 1, Reward: -5, Score: -4236.25, Episode: 1, Step: 284
State: [[ 1.    1.    1.    1.    1.25 -0.25 -0.75]], Action: 1, Reward: -6.25, Score: -4242.5, Episode: 1, Step: 285
State: [[ 1.          0.55231651  1.          1.          1.5        -0.5
  -1.        ]], Action: 1, Reward: -7.5, Score: -4250.0, Episode: 1, Step: 286
State: [[ 1.          0.26225976  1.          1.          1.75       -0.75
  -1.25      ]], Action: 1, Reward: -8.75, Score: -4258.75, Episode: 1, Step: 287
State: [[ 1.          0.17711668  1.          0.52773647  0.25       -1.
   0.75      ]], Action: 1, Reward: -10.0, Score: -4268.75, Episode: 1, Step: 288
State: [[ 1.          0.11595136  1.          0.14947874  0.25       -1.25
   0.75      ]], Action: 0, Reward: 25, Score: -4243.75, Episode: 1, Step: 289
State: [[ 1.          0.3056701   0.07242924  0.0571895   0.25       -1.5
   0.75      ]], Action: 0, Reward: 25, Score: -4218.75, Episode: 1, Step: 290
State: [[0.28728678 1.         0.03193497 0.05314598 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4193.75, Episode: 1, Step: 291
State: [[0.14065108 1.         0.02672341 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -4168.75, Episode: 1, Step: 292
State: [[0.16703184 1.         0.24678169 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -4143.75, Episode: 1, Step: 293
State: [[0.28091446 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: -4153.75, Episode: 1, Step: 294
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 1, Reward: -5, Score: -4158.75, Episode: 1, Step: 295
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: -4163.75, Episode: 1, Step: 296
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 1, Reward: -5, Score: -4168.75, Episode: 1, Step: 297
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.  ]], Action: 1, Reward: -6.25, Score: -4175.0, Episode: 1, Step: 298
State: [[ 1.    1.    1.    1.    1.5  -0.5  -1.25]], Action: 1, Reward: -7.5, Score: -4182.5, Episode: 1, Step: 299
State: [[ 1.    1.    1.    1.    1.75 -0.75 -1.5 ]], Action: 1, Reward: -8.75, Score: -4191.25, Episode: 1, Step: 300
State: [[ 1.    1.    1.    1.    2.   -1.   -1.75]], Action: 1, Reward: -10.0, Score: -4201.25, Episode: 1, Step: 301
State: [[ 1.    1.    1.    1.    2.25 -1.25 -2.  ]], Action: 4, Reward: -7.5, Score: -4208.75, Episode: 1, Step: 302
State: [[ 1.    1.    1.    1.    2.5  -1.5  -2.25]], Action: 1, Reward: -5, Score: -4213.75, Episode: 1, Step: 303
State: [[ 1.    1.    1.    1.    2.75 -1.75 -2.5 ]], Action: 1, Reward: -6.25, Score: -4220.0, Episode: 1, Step: 304
State: [[ 1.    1.    1.    1.    3.   -2.   -2.75]], Action: 1, Reward: -7.5, Score: -4227.5, Episode: 1, Step: 305
State: [[ 1.    1.    1.    1.    3.25 -2.25 -3.  ]], Action: 1, Reward: -8.75, Score: -4236.25, Episode: 1, Step: 306
State: [[ 1.          0.92237418  1.          1.          3.5        -2.5
  -3.25      ]], Action: 1, Reward: -10.0, Score: -4246.25, Episode: 1, Step: 307
State: [[ 1.          0.81245314  1.          1.          3.75       -2.75
  -3.5       ]], Action: 1, Reward: -11.25, Score: -4257.5, Episode: 1, Step: 308
State: [[ 1.          0.64668083  1.          0.91263798  4.         -3.
  -3.75      ]], Action: 1, Reward: -12.5, Score: -4270.0, Episode: 1, Step: 309
State: [[ 1.          0.53967152  1.          0.58759361  0.25       -3.25
   0.75      ]], Action: 1, Reward: -13.75, Score: -4283.75, Episode: 1, Step: 310
State: [[ 1.          0.55035067  0.53504122  0.37267611  0.25       -3.5
   0.75      ]], Action: 0, Reward: 25, Score: -4258.75, Episode: 1, Step: 311
State: [[ 1.          0.8377645   0.31544459  0.34502348  0.25       -3.75
   0.75      ]], Action: 0, Reward: 25, Score: -4233.75, Episode: 1, Step: 312
State: [[0.55604555 1.         0.25472558 0.63439002 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -4208.75, Episode: 1, Step: 313
State: [[0.50496343 1.         0.62864422 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -4183.75, Episode: 1, Step: 314
State: [[0.65483682 1.         1.         1.         0.25       0.75
